,city,state,address,geom,latitude,longitude
268,Bunch,OK,"Bunch,OK,USA","(35.6825898, -94.761058)",35.6825898,-94.761058
269,Kings County,CA,"Kings County,CA,USA","(36.0784807, -119.7956342)",36.0784807,-119.7956342
270,Fountain Valley,CA,"Fountain Valley,CA,USA","(33.7038145, -117.9627349)",33.7038145,-117.9627349
271,Detroit,MI,"Detroit,MI,USA","(42.3315509, -83.0466403)",42.3315509,-83.0466403
272,Mansfield,OH,"Mansfield,OH,USA","(40.75839, -82.5154471)",40.75839,-82.5154471
273,Marion,IL,"Marion,IL,USA","(38.6477381, -88.9232112)",38.6477381,-88.9232112
274,Chickasha,OK,"Chickasha,OK,USA","(35.052565, -97.9364326)",35.052565,-97.9364326
275,Mesa,AZ,"Mesa,AZ,USA","(33.4151117, -111.8314773)",33.4151117,-111.8314773
276,Elk Grove,CA,"Elk Grove,CA,USA","(38.4087993, -121.3716178)",38.4087993,-121.3716178
277,Emporia,VA,"Emporia,VA,USA","(36.6937606, -77.5357141)",36.6937606,-77.5357141
278,Nashville,TN,"Nashville,TN,USA","(36.1622296, -86.7743531)",36.1622296,-86.7743531
279,San Diego,CA,"San Diego,CA,USA","(32.7174209, -117.1627714)",32.7174209,-117.1627714
280,Smyrna,DE,"Smyrna,DE,USA","(39.2998339, -75.6046494)",39.2998339,-75.6046494
281,Roosevelt,UT,"Roosevelt,UT,USA","(40.299403, -109.9887605)",40.299403,-109.9887605
282,Garland,TX,"Garland,TX,USA","(32.912624, -96.6388833)",32.912624,-96.6388833
283,Chavies,KY,"Chavies,KY,USA","(37.3478703, -83.3562912)",37.3478703,-83.3562912
284,Kennewick,WA,"Kennewick,WA,USA","(46.2087066, -119.1199192)",46.2087066,-119.1199192
285,Venice,CA,"Venice,CA,USA","(33.995044, -118.4668875)",33.995044,-118.4668875
286,South El Monte,CA,"South El Monte,CA,USA","(34.0519548, -118.0467339)",34.0519548,-118.0467339
287,Pulaski,VA,"Pulaski,VA,USA","(37.0580572, -80.7297289)",37.0580572,-80.7297289
288,Wake Forest,NC,"Wake Forest,NC,USA","(35.9803138, -78.5103731)",35.9803138,-78.5103731
289,Lawrenceville,GA,"Lawrenceville,GA,USA","(33.9562149, -83.9879625)",33.9562149,-83.9879625
290,Beacon,NY,"Beacon,NY,USA","(41.504879, -73.9696822)",41.504879,-73.9696822
291,Cerritos,CA,"Cerritos,CA,USA","(33.8644291, -118.0539323)",33.8644291,-118.0539323
292,Kearny,AZ,"Kearny,AZ,USA","(33.0570085, -110.9106656)",33.0570085,-110.9106656
293,Constantia,NY,"Constantia,NY,USA","(43.247847, -76.000197)",43.247847,-76.000197
294,Fridley,MN,"Fridley,MN,USA","(45.0838291, -93.2590388)",45.0838291,-93.2590388
295,Tacoma,WA,"Tacoma,WA,USA","(47.2495798, -122.4398746)",47.2495798,-122.4398746
296,Landover,MD,"Landover,MD,USA","(38.9340002, -76.8966397)",38.9340002,-76.8966397
297,St. Augustine,FL,"St. Augustine,FL,USA","(29.8946952, -81.3145395)",29.8946952,-81.3145395
298,Rancho Santa Margarita,CA,"Rancho Santa Margarita,CA,USA","(33.6408845, -117.6029341)",33.6408845,-117.6029341
299,Honolulu,HI,"Honolulu,HI,USA","(21.304547, -157.8556764)",21.304547,-157.8556764
300,Portage,MI,"Portage,MI,USA","(42.2011538, -85.5800022)",42.2011538,-85.5800022
301,Rockford,IL,"Rockford,IL,USA","(42.2713945, -89.093966)",42.2713945,-89.093966
302,Harvey,IL,"Harvey,IL,USA","(41.6100344, -87.6467132)",41.6100344,-87.6467132
303,St. Petersburg,FL,"St. Petersburg,FL,USA","(27.7703796, -82.6695085)",27.7703796,-82.6695085
304,Arlington,VA,"Arlington,VA,USA","(38.8903961, -77.0841585)",38.8903961,-77.0841585
305,Cabot,AR,"Cabot,AR,USA","(34.974532, -92.0165336)",34.974532,-92.0165336
306,Grand Junction,CO,"Grand Junction,CO,USA","(39.063956, -108.5507317)",39.063956,-108.5507317
307,Lancaster,PA,"Lancaster,PA,USA","(40.08067, -76.2411283)",40.08067,-76.2411283
308,Owensboro,KY,"Owensboro,KY,USA","(37.7742152, -87.1133304)",37.7742152,-87.1133304
309,Green,OH,"Green,OH,USA","(40.9468077, -81.4670631)",40.9468077,-81.4670631
310,Gillette,WY,"Gillette,WY,USA","(44.290635, -105.501876)",44.290635,-105.501876
311,Ft. Lauderdale,FL,"Ft. Lauderdale,FL,USA","(26.1223084, -80.1433786)",26.1223084,-80.1433786
312,Hackensack,NJ,"Hackensack,NJ,USA","(40.8871438, -74.0410865)",40.8871438,-74.0410865
313,Charleston,SC,"Charleston,SC,USA","(32.7876012, -79.9402728)",32.7876012,-79.9402728
314,Somerset,PA,"Somerset,PA,USA","(39.9980022, -79.0415528)",39.9980022,-79.0415528
315,Sedalia,MO,"Sedalia,MO,USA","(38.7098314, -93.2295515)",38.7098314,-93.2295515
316,Eagar,AZ,"Eagar,AZ,USA","(34.1111581, -109.291475)",34.1111581,-109.291475
317,Huntsville,AL,"Huntsville,AL,USA","(34.729847, -86.5859011)",34.729847,-86.5859011
318,Bossier City,LA,"Bossier City,LA,USA","(32.5369356, -93.6952689)",32.5369356,-93.6952689
319,Snohomish,WA,"Snohomish,WA,USA","(47.9180275, -122.0899646)",47.9180275,-122.0899646
320,Ideal Beach,NJ,"Ideal Beach,NJ,USA","(40.4440337, -74.110099)",40.4440337,-74.110099
321,Edmond,OK,"Edmond,OK,USA","(35.6571367, -97.4649038)",35.6571367,-97.4649038
322,Rockville,GA,"Rockville,GA,USA","(33.3276362, -83.2187677)",33.3276362,-83.2187677
323,Alpine,CA,"Alpine,CA,USA","(38.5893934, -119.8345013)",38.5893934,-119.8345013
324,Lancaster,SC,"Lancaster,SC,USA","(40.08067, -76.2411283)",40.08067,-76.2411283
325,Northglenn,CO,"Northglenn,CO,USA","(40.00813, -104.95252072002546)",40.00813,-104.95252072002546
326,Carrollton,GA,"Carrollton,GA,USA","(33.5801103, -85.0766113)",33.5801103,-85.0766113
327,Trenton,MI,"Trenton,MI,USA","(42.1406552, -83.1800544)",42.1406552,-83.1800544
328,Lyndhurst,NJ,"Lyndhurst,NJ,USA","(40.8120247, -74.1242816)",40.8120247,-74.1242816
329,Okmulgee County,OK,"Okmulgee County,OK,USA","(35.6677078, -95.9690122)",35.6677078,-95.9690122
330,Wilderville,OR,"Wilderville,OR,USA","(42.3827937, -123.4662808)",42.3827937,-123.4662808
331,Palestine,TX,"Palestine,TX,USA","(31.7621153, -95.6307891)",31.7621153,-95.6307891
332,Greece,NY,"Greece,NY,USA","(43.2097838, -77.6930602)",43.2097838,-77.6930602
333,Roslindale,MA,"Roslindale,MA,USA","(42.2912093, -71.1244966)",42.2912093,-71.1244966
334,Azle,TX,"Azle,TX,USA","(32.8975875, -97.5437799)",32.8975875,-97.5437799
335,Ellis County,TX,"Ellis County,TX,USA","(32.3347829, -96.7920233)",32.3347829,-96.7920233
336,Fuqua,TX,"Fuqua,TX,USA","(30.4471514, -94.7363152)",30.4471514,-94.7363152
337,Byram,NJ,"Byram,NJ,USA","(40.4237156, -75.059615)",40.4237156,-75.059615
338,Delano,CA,"Delano,CA,USA","(35.7688425, -119.2470536)",35.7688425,-119.2470536
339,Los Lunas,NM,"Los Lunas,NM,USA","(34.8142093, -106.7613067)",34.8142093,-106.7613067
340,Santa Maria,CA,"Santa Maria,CA,USA","(34.9531295, -120.4358577)",34.9531295,-120.4358577
341,Morgantown,WV,"Morgantown,WV,USA","(39.6296809, -79.9559437)",39.6296809,-79.9559437
342,North Port,FL,"North Port,FL,USA","(27.044224, -82.2359254)",27.044224,-82.2359254
344,Midland,TX,"Midland,TX,USA","(31.9973662, -102.0779482)",31.9973662,-102.0779482
345,Strasburg,CO,"Strasburg,CO,USA","(39.73195045, -104.34926227439824)",39.73195045,-104.34926227439824
346,Oakland,CA,"Oakland,CA,USA","(37.8044557, -122.2713563)",37.8044557,-122.2713563
347,Melbourne,FL,"Melbourne,FL,USA","(28.0836269, -80.6081089)",28.0836269,-80.6081089
348,Woodland,WA,"Woodland,WA,USA","(45.9109715, -122.7408326)",45.9109715,-122.7408326
349,Beech Grove,IN,"Beech Grove,IN,USA","(39.7221906, -86.0894158)",39.7221906,-86.0894158
350,Sun City,AZ,"Sun City,AZ,USA","(33.6290111, -112.2819337)",33.6290111,-112.2819337
351,Findlay,OH,"Findlay,OH,USA","(41.0413873, -83.6503982)",41.0413873,-83.6503982
352,Tomball,TX,"Tomball,TX,USA","(30.0971621, -95.6160549)",30.0971621,-95.6160549
353,Cincinnati,OH,"Cincinnati,OH,USA","(39.1014537, -84.5124602)",39.1014537,-84.5124602
354,Bronx,NY,"Bronx,NY,USA","(40.8466508, -73.8785937)",40.8466508,-73.8785937
355,Pompano Beach,FL,"Pompano Beach,FL,USA","(26.2378597, -80.1247667)",26.2378597,-80.1247667
356,Columbia,TN,"Columbia,TN,USA","(35.6150716, -87.0352831)",35.6150716,-87.0352831
357,Bexar County,TX,"Bexar County,TX,USA","(29.4263987, -98.5104781)",29.4263987,-98.5104781
358,Kokomo,IN,"Kokomo,IN,USA","(40.4864444, -86.1336351)",40.4864444,-86.1336351
359,Fort Wayne,IN,"Fort Wayne,IN,USA","(41.0799898, -85.1386015)",41.0799898,-85.1386015
360,Louisville,KY,"Louisville,KY,USA","(38.2542376, -85.759407)",38.2542376,-85.759407
361,Hutchins,TX,"Hutchins,TX,USA","(32.6493, -96.7130521)",32.6493,-96.7130521
362,South Lake Tahoe,CA,"South Lake Tahoe,CA,USA","(38.9332411, -119.9843482)",38.9332411,-119.9843482
363,Visalia,CA,"Visalia,CA,USA","(36.3302284, -119.2920585)",36.3302284,-119.2920585
364,Wood Lake,ND,"Wood Lake,ND,USA","(47.9011949, -98.84220527277378)",47.9011949,-98.84220527277378
365,Clanton,AL,"Clanton,AL,USA","(32.8387371, -86.6294262)",32.8387371,-86.6294262
366,Hobbs,NM,"Hobbs,NM,USA","(32.707667, -103.1311314)",32.707667,-103.1311314
367,Coney Island,NY,"Coney Island,NY,USA","(40.57592745, -73.99219674341339)",40.57592745,-73.99219674341339
368,Greeley,CO,"Greeley,CO,USA","(40.4233142, -104.7091322)",40.4233142,-104.7091322
369,Azusa,CA,"Azusa,CA,USA","(34.1338751, -117.9056046)",34.1338751,-117.9056046
370,Ronda,NC,"Ronda,NC,USA","(36.218467, -80.9411859)",36.218467,-80.9411859
371,Citrus Heights,CA,"Citrus Heights,CA,USA","(38.7071247, -121.2810611)",38.7071247,-121.2810611
372,Augusta,GA,"Augusta,GA,USA","(33.4709714, -81.9748429)",33.4709714,-81.9748429
373,Pittsburgh,PA,"Pittsburgh,PA,USA","(40.4416941, -79.9900861)",40.4416941,-79.9900861
374,Hutchinson,KS,"Hutchinson,KS,USA","(38.0608444, -97.9297743)",38.0608444,-97.9297743
375,Weatherford,TX,"Weatherford,TX,USA","(32.7589648, -97.7970748)",32.7589648,-97.7970748
376,York County,VA,"York County,VA,USA","(37.2230374, -76.5156945)",37.2230374,-76.5156945
377,Owings Mills,MD,"Owings Mills,MD,USA","(39.4010753, -76.796299)",39.4010753,-76.796299
378,Fresno,CA,"Fresno,CA,USA","(36.7295295, -119.70886126075588)",36.7295295,-119.70886126075588
379,Malone,NY,"Malone,NY,USA","(44.84881, -74.295044)",44.84881,-74.295044
380,Tahlequah,OK,"Tahlequah,OK,USA","(35.91537, -94.969956)",35.91537,-94.969956
381,Edinburg,NY,"Edinburg,NY,USA","(43.2217388, -74.1040191)",43.2217388,-74.1040191
382,Franklin,NC,"Franklin,NC,USA","(35.1823171, -83.3815429)",35.1823171,-83.3815429
383,McMinnville,OR,"McMinnville,OR,USA","(45.2100367, -123.194463)",45.2100367,-123.194463
384,Josephine County,OR,"Josephine County,OR,USA","(42.3554368, -123.5602707)",42.3554368,-123.5602707
385,Brockton,MA,"Brockton,MA,USA","(42.0834335, -71.0183787)",42.0834335,-71.0183787
386,Meadow Bridge,WV,"Meadow Bridge,WV,USA","(37.8590061, -80.8542568)",37.8590061,-80.8542568
387,Lancaster,CA,"Lancaster,CA,USA","(34.6981064, -118.1366153)",34.6981064,-118.1366153
388,Camden,NJ,"Camden,NJ,USA","(39.9448402, -75.1198911)",39.9448402,-75.1198911
389,Miami Beach,FL,"Miami Beach,FL,USA","(25.7929198, -80.1353006)",25.7929198,-80.1353006
390,West Covina,CA,"West Covina,CA,USA","(34.0686208, -117.9389526)",34.0686208,-117.9389526
391,Morristown,TN,"Morristown,TN,USA","(36.2139814, -83.2948923)",36.2139814,-83.2948923
392,Newport News,VA,"Newport News,VA,USA","(36.9786449, -76.4321089)",36.9786449,-76.4321089
393,Henderson,NV,"Henderson,NV,USA","(36.0301134, -114.9826194)",36.0301134,-114.9826194
394,Pleasanton,CA,"Pleasanton,CA,USA","(37.6624312, -121.8746789)",37.6624312,-121.8746789
395,Hawaiian Gardens,CA,"Hawaiian Gardens,CA,USA","(33.8284787, -118.0743137)",33.8284787,-118.0743137
396,Bath,NH,"Bath,NH,USA","(44.1666787, -71.9643132)",44.1666787,-71.9643132
397,Atwater,CA,"Atwater,CA,USA","(37.3477174, -120.609084)",37.3477174,-120.609084
398,Lakewood,CA,"Lakewood,CA,USA","(33.8503463, -118.1171914)",33.8503463,-118.1171914
399,Edinburg,TX,"Edinburg,TX,USA","(26.3013982, -98.1624501)",26.3013982,-98.1624501
400,Atlantic City,NJ,"Atlantic City,NJ,USA","(39.3642852, -74.4229351)",39.3642852,-74.4229351
401,Sugar Creek,MO,"Sugar Creek,MO,USA","(39.1399165, -94.40303431420517)",39.1399165,-94.40303431420517
402,Beaverton,OR,"Beaverton,OR,USA","(45.4871723, -122.8037804)",45.4871723,-122.8037804
403,Ashe County,NC,"Ashe County,NC,USA","(36.4393554, -81.5076569)",36.4393554,-81.5076569
404,Parowan,UT,"Parowan,UT,USA","(37.8421975, -112.8279996)",37.8421975,-112.8279996
405,Boulder Creek,CA,"Boulder Creek,CA,USA","(37.1260578, -122.1221869)",37.1260578,-122.1221869
406,Covington,GA,"Covington,GA,USA","(33.5967815, -83.8601827)",33.5967815,-83.8601827
407,Olivehurst,CA,"Olivehurst,CA,USA","(39.079781999999994, -121.54418415329218)",39.079781999999994,-121.54418415329218
408,River Forest,IL,"River Forest,IL,USA","(41.8978091, -87.8139483)",41.8978091,-87.8139483
409,Casper,WY,"Casper,WY,USA","(42.866632, -106.313081)",42.866632,-106.313081
410,Plantation,FL,"Plantation,FL,USA","(26.1265258, -80.25786123765101)",26.1265258,-80.25786123765101
411,Stone Mountain,GA,"Stone Mountain,GA,USA","(33.8062166, -84.1457505)",33.8062166,-84.1457505
412,Dunsmuir,CA,"Dunsmuir,CA,USA","(41.208209, -122.271953)",41.208209,-122.271953
413,Lynn,MA,"Lynn,MA,USA","(42.466763, -70.9494939)",42.466763,-70.9494939
414,Mascotte,FL,"Mascotte,FL,USA","(28.5783313, -81.8867452)",28.5783313,-81.8867452
415,Southington,OH,"Southington,OH,USA","(41.308389, -80.955924)",41.308389,-80.955924
416,Marion,MI,"Marion,MI,USA","(44.102515, -85.146984)",44.102515,-85.146984
417,Wauwatosa,WI,"Wauwatosa,WI,USA","(43.0494122, -88.0079271)",43.0494122,-88.0079271
418,Homestead,FL,"Homestead,FL,USA","(25.4718946, -80.4759905)",25.4718946,-80.4759905
419,Chattanooga,TN,"Chattanooga,TN,USA","(35.0457219, -85.3094883)",35.0457219,-85.3094883
420,Cheyenne,WY,"Cheyenne,WY,USA","(41.139981, -104.820246)",41.139981,-104.820246
421,Opp,AL,"Opp,AL,USA","(31.2826685, -86.2555067)",31.2826685,-86.2555067
422,Moreno Valley,CA,"Moreno Valley,CA,USA","(33.937517, -117.2305944)",33.937517,-117.2305944
423,Seattle,WA,"Seattle,WA,USA","(47.6038321, -122.3300624)",47.6038321,-122.3300624
424,Needles,CA,"Needles,CA,USA","(34.8480597, -114.6141316)",34.8480597,-114.6141316
425,Brownsville,TX,"Brownsville,TX,USA","(25.9140256, -97.4890856)",25.9140256,-97.4890856
426,Fort Collins,CO,"Fort Collins,CO,USA","(40.5508527, -105.0668085)",40.5508527,-105.0668085
427,Colby,KS,"Colby,KS,USA","(39.3959655, -101.0526881)",39.3959655,-101.0526881
428,Mt. Auburn,OH,"Mt. Auburn,OH,USA","(39.627275, -84.6588413)",39.627275,-84.6588413
429,Winnie,TX,"Winnie,TX,USA","(29.8202205, -94.3840777)",29.8202205,-94.3840777
430,White,GA,"White,GA,USA","(34.6322605, -83.7596041)",34.6322605,-83.7596041
431,Oakland Park,FL,"Oakland Park,FL,USA","(26.180144300000002, -80.13720059548373)",26.180144300000002,-80.13720059548373
432,Jesup,GA,"Jesup,GA,USA","(31.6074365, -81.8853924)",31.6074365,-81.8853924
433,Monroe,WI,"Monroe,WI,USA","(42.6018298, -89.6392396)",42.6018298,-89.6392396
434,Philadelphia,PA,"Philadelphia,PA,USA","(39.9527237, -75.1635262)",39.9527237,-75.1635262
435,Dayton,OH,"Dayton,OH,USA","(39.7589478, -84.1916069)",39.7589478,-84.1916069
436,Myrtle Beach,SC,"Myrtle Beach,SC,USA","(33.6956461, -78.8900409)",33.6956461,-78.8900409
437,Douglas,WY,"Douglas,WY,USA","(42.7596536, -105.3822164)",42.7596536,-105.3822164
438,Meadow Vista,CA,"Meadow Vista,CA,USA","(39.0010079, -121.0218887)",39.0010079,-121.0218887
439,Plymouth,MN,"Plymouth,MN,USA","(45.0065149, -93.46651)",45.0065149,-93.46651
440,Studio City,CA,"Studio City,CA,USA","(34.1483989, -118.3961877)",34.1483989,-118.3961877
441,Pinnacle,NC,"Pinnacle,NC,USA","(35.8231818, -81.9264969)",35.8231818,-81.9264969
442,Decatur,GA,"Decatur,GA,USA","(33.7737582, -84.296069)",33.7737582,-84.296069
443,Micanopy,FL,"Micanopy,FL,USA","(29.5075841, -82.2810364487525)",29.5075841,-82.2810364487525
444,Shreveport,LA,"Shreveport,LA,USA","(32.5221828, -93.7651944)",32.5221828,-93.7651944
445,Seneca,SC,"Seneca,SC,USA","(34.6865321, -82.9527288)",34.6865321,-82.9527288
446,Houma,LA,"Houma,LA,USA","(29.5957696, -90.7195348)",29.5957696,-90.7195348
447,Boulder,CO,"Boulder,CO,USA","(40.0149856, -105.2705456)",40.0149856,-105.2705456
448,Manila,AR,"Manila,AR,USA","(35.8800733, -90.1670393)",35.8800733,-90.1670393
449,Las Cruces,NM,"Las Cruces,NM,USA","(32.3140354, -106.7798078)",32.3140354,-106.7798078
450,Logan,UT,"Logan,UT,USA","(41.7313447, -111.8348631)",41.7313447,-111.8348631
451,Gardnerville Ranchos,NV,"Gardnerville Ranchos,NV,USA","(38.887509, -119.7441982888067)",38.887509,-119.7441982888067
452,Whittier,CA,"Whittier,CA,USA","(33.9708782, -118.0308396)",33.9708782,-118.0308396
453,Roswell,NM,"Roswell,NM,USA","(33.3943282, -104.5229518)",33.3943282,-104.5229518
454,Nitro,WV,"Nitro,WV,USA","(38.417919499999996, -81.84361448523134)",38.417919499999996,-81.84361448523134
455,Campbelltown,PA,"Campbelltown,PA,USA","(40.2775915, -76.5852462)",40.2775915,-76.5852462
456,Powhatan County,VA,"Powhatan County,VA,USA","(37.5531622, -77.9112655)",37.5531622,-77.9112655
457,Muncie,IN,"Muncie,IN,USA","(40.1936892, -85.3865271)",40.1936892,-85.3865271
458,San Diego County,CA,"San Diego County,CA,USA","(32.9637838, -116.7706277)",32.9637838,-116.7706277
459,Rantoul,IL,"Rantoul,IL,USA","(40.3083672, -88.1558785)",40.3083672,-88.1558785
460,Greenfield,WI,"Greenfield,WI,USA","(42.9614039, -88.0125865)",42.9614039,-88.0125865
461,Maui,HI,"Maui,HI,USA","(20.802956799999997, -156.31068331602177)",20.802956799999997,-156.31068331602177
462,Richmond,VA,"Richmond,VA,USA","(37.5385087, -77.43428)",37.5385087,-77.43428
463,Antioch,TN,"Antioch,TN,USA","(35.756467, -84.2179718)",35.756467,-84.2179718
464,Elsmere,KY,"Elsmere,KY,USA","(39.0125608, -84.6046663)",39.0125608,-84.6046663
465,Arlington,TX,"Arlington,TX,USA","(32.701938999999996, -97.10562379033699)",32.701938999999996,-97.10562379033699
466,Superior,MT,"Superior,MT,USA","(47.1915937, -114.8917978)",47.1915937,-114.8917978
467,Greenville,NC,"Greenville,NC,USA","(35.612661, -77.3663538)",35.612661,-77.3663538
468,Brookshire,TX,"Brookshire,TX,USA","(29.7860643, -95.9510661)",29.7860643,-95.9510661
469,Summerville,SC,"Summerville,SC,USA","(33.0206179, -80.1747537)",33.0206179,-80.1747537
470,Spokane,WA,"Spokane,WA,USA","(47.6579425, -117.4212265)",47.6579425,-117.4212265
471,Ardmore,OK,"Ardmore,OK,USA","(34.1742611, -97.1436254)",34.1742611,-97.1436254
472,Pittston,PA,"Pittston,PA,USA","(41.3259134, -75.7893604)",41.3259134,-75.7893604
473,Gilbert,AZ,"Gilbert,AZ,USA","(33.3527632, -111.7890373)",33.3527632,-111.7890373
474,Sandpoint,ID,"Sandpoint,ID,USA","(48.2765903, -116.5532476)",48.2765903,-116.5532476
475,Waco,TX,"Waco,TX,USA","(31.549333, -97.1466695)",31.549333,-97.1466695
476,Odessa,TX,"Odessa,TX,USA","(31.8457149, -102.367687)",31.8457149,-102.367687
477,Toledo,OH,"Toledo,OH,USA","(41.6786754, -83.5127283)",41.6786754,-83.5127283
478,Staten Island,NY,"Staten Island,NY,USA","(40.5834557, -74.1496048)",40.5834557,-74.1496048
479,Boerne,TX,"Boerne,TX,USA","(29.7946641, -98.7319703)",29.7946641,-98.7319703
480,District Heights,MD,"District Heights,MD,USA","(38.8576128, -76.8894171)",38.8576128,-76.8894171
481,Bolton,CT,"Bolton,CT,USA","(41.7689878, -72.4334173)",41.7689878,-72.4334173
482,Inyokern,CA,"Inyokern,CA,USA","(35.6468991, -117.8125674)",35.6468991,-117.8125674
483,Carson City,NV,"Carson City,NV,USA","(39.1649125, -119.7666496)",39.1649125,-119.7666496
484,Hanover,IN,"Hanover,IN,USA","(38.7142263, -85.4735707)",38.7142263,-85.4735707
485,Kerrville,TX,"Kerrville,TX,USA","(30.0474688, -99.1400207)",30.0474688,-99.1400207
486,Bloomfield Township,MI,"Bloomfield Township,MI,USA","(42.575186, -83.29398114814815)",42.575186,-83.29398114814815
487,Hunters,WA,"Hunters,WA,USA","(48.1168314, -118.2019313)",48.1168314,-118.2019313
488,Canton,NC,"Canton,NC,USA","(35.5328838, -82.8373558)",35.5328838,-82.8373558
489,Beverly,OH,"Beverly,OH,USA","(39.5480179, -81.6393772)",39.5480179,-81.6393772
490,Tuscaloosa,AL,"Tuscaloosa,AL,USA","(33.2095614, -87.5675258)",33.2095614,-87.5675258
491,Grapeview,WA,"Grapeview,WA,USA","(47.3317616, -122.8351404)",47.3317616,-122.8351404
492,North East,MD,"North East,MD,USA","(39.6001132, -75.9413327)",39.6001132,-75.9413327
493,Cohasset,MN,"Cohasset,MN,USA","(47.263556, -93.620215)",47.263556,-93.620215
494,King George,VA,"King George,VA,USA","(38.2786312, -77.175356)",38.2786312,-77.175356
495,Troy,NY,"Troy,NY,USA","(42.7284117, -73.6917878)",42.7284117,-73.6917878
496,Arab,AL,"Arab,AL,USA","(34.3181497, -86.4958219)",34.3181497,-86.4958219
497,Brick Township,NJ,"Brick Township,NJ,USA","(40.0691585, -74.12231529142827)",40.0691585,-74.12231529142827
498,Archdale,NC,"Archdale,NC,USA","(35.914581, -79.9719831)",35.914581,-79.9719831
499,Santa Fe,NM,"Santa Fe,NM,USA","(35.6869996, -105.9377997)",35.6869996,-105.9377997
500,West Chester,PA,"West Chester,PA,USA","(39.9597213, -75.6059638)",39.9597213,-75.6059638
501,Thonotosassa,FL,"Thonotosassa,FL,USA","(28.0569975, -82.280569614401)",28.0569975,-82.280569614401
502,Hendersonville,TN,"Hendersonville,TN,USA","(36.3049177, -86.621443)",36.3049177,-86.621443
503,West Jordan,UT,"West Jordan,UT,USA","(40.6096698, -111.9391031)",40.6096698,-111.9391031
504,Spanish Fork,UT,"Spanish Fork,UT,USA","(40.114955, -111.654923)",40.114955,-111.654923
505,Mount Vernon,NY,"Mount Vernon,NY,USA","(40.9125815, -73.8370786)",40.9125815,-73.8370786
506,Cushing,OK,"Cushing,OK,USA","(35.9850639, -96.76697)",35.9850639,-96.76697
507,Loveland,CO,"Loveland,CO,USA","(40.385549, -105.04436132094955)",40.385549,-105.04436132094955
508,Bluefield,WV,"Bluefield,WV,USA","(37.2698395, -81.2223195)",37.2698395,-81.2223195
509,Twinsburg,OH,"Twinsburg,OH,USA","(41.3125552, -81.4401129)",41.3125552,-81.4401129
510,Artesia,NM,"Artesia,NM,USA","(32.8423345, -104.4032963)",32.8423345,-104.4032963
511,Prescott,AZ,"Prescott,AZ,USA","(34.5399962, -112.4687616)",34.5399962,-112.4687616
512,Mitchell,SD,"Mitchell,SD,USA","(43.70953, -98.025379)",43.70953,-98.025379
513,Weitchpec,CA,"Weitchpec,CA,USA","(41.1881821, -123.7083942)",41.1881821,-123.7083942
514,Springtown,TX,"Springtown,TX,USA","(32.97067175, -97.68392100646909)",32.97067175,-97.68392100646909
